股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
835850,凯欣股份,2024-04-26 00:00:00,0.39,434288812.08,43597056.39,15.13,7.873278623,8.07,2.791480466716,0.403076424574,20.7533161972,None,None,不分配不转增,None
835851,资旗源,2024-04-29 00:00:00,0.27,2647534.3,3206684.16,None,-42.6345805423,148.09,0.00329112,0.003082331667,22.0950263043,None,None,不分配不转增,None
835852,伊普诺康,2024-04-25 00:00:00,-0.23,208766587.94,-7972463.11,-2.52,14.8289557625,65.32,9.111092171823,0.598676858784,50.2057067964,None,None,不分配不转增,None
835853,星原股份,2024-05-06 00:00:00,0.04,5854477.34,2447950.19,9.56,-62.3337837794,115.09,0.45431043128,-0.001532209546,83.1317259826,None,None,不分配不转增,None
835856,明炬气体,2024-04-22 00:00:00,0.06,99877188.09,2735739.75,2.62,17.2776634254,-62.01,2.201926053177,-0.225203331784,18.7874485644,None,None,不分配不转增,None
835857,百甲科技,2024-04-29 00:00:00,0.23,1004358546.49,40121355.16,5.95,2.0264336411,-19.25,3.986916393725,-0.455031413502,18.9085902284,-0.031,31.0564,10派0.20元(含税),钢铁行业
835859,景鸿物流,2024-04-30 00:00:00,0.88,342701705.22,46556815.6,20.55,-16.3569921003,3.9,4.383436875565,0.508680556497,25.3617580584,None,None,10派6.50元(含税),None
835860,斯特龙,2024-04-29 00:00:00,-0.1,401300960.03,-12789753.4,-6.34,12.862137885,-358.83,1.531391026667,-0.161995366508,5.8711212847,None,None,10派0.20元(含税),None
835861,奥诺科技,2024-04-30 00:00:00,1,107748246.16,20414766.68,35.73,2.1829912102,29.18,3.230882833824,1.039165591667,38.884127773,None,None,"10派7.06元(含税,扣税后6.354元)",None
835862,汉神机电,2024-04-12 00:00:00,0.29,463397324.13,16398833.75,20.05,-8.8827375462,1623.18,1.565246954245,0.885655608733,13.4215363127,None,None,"10派2.73元(含税,扣税后2.457元)",None
835877,诺克特,2024-04-25 00:00:00,0.0447,169444979.64,4494915.6,1.77,-11.6771802275,-38.32,2.542258297426,-0.095482592269,19.8460531209,None,None,不分配不转增,None
835881,德菱科技,2024-04-29 00:00:00,0.07,166947257.33,3485682.33,2.07,-16.2745810401,-44.94,3.300274204,0.4972154342,20.3278870781,None,None,不分配不转增,None
835883,华能安全,2024-04-26 00:00:00,0.13,49844679.34,1465377.91,2.34,-37.5820244846,-82.21,5.754267182727,-0.279034478182,47.0940502794,None,None,不分配不转增,None
835888,尚阳股份,2024-04-29 00:00:00,0.08,1169338851.64,5340985.8,1.7,39.750335663,-48.49,4.458081815108,0.020592114676,11.9714012883,None,None,10派1.00元(含税),None
835889,开合股份,2024-04-18 00:00:00,0.03,12513787.11,583998.02,1.36,29.2898373583,107.46,0.433981223546,-0.078858285092,40.4012553958,None,None,不分配不转增,None
835891,侏罗纪,2024-04-18 00:00:00,-0.04,88666963.43,-1343063.48,-2.98,6.8514149221,-137.81,1.326084348657,0.012468497313,40.4044357719,None,None,不分配不转增,None
835892,中科美菱,2024-03-22 00:00:00,0.1667,302785719.33,16126507.82,2.69,-25.5119693454,-69.33,6.218486139708,-0.10034173308,38.3185860604,-4.7205,-5.0823,"10派1.00元(含税,扣税后0.90元)",专用设备
835894,合春股份,2024-04-25 00:00:00,0.17,8842818.89,5210878.5,186.32,542.2837613154,402.3059853456,0.180074221,0.15088285,57.1441399271,None,None,不分配不转增,None
835898,香之君,2024-04-29 00:00:00,0.01,21339309.35,144420.51,-2.14,131.28972783,103.3,0.13271803,0.100025096,30.524486445,None,None,不分配不转增,None
835899,利泰健康,2024-04-26 00:00:00,-0.02,30841052.93,-604227.37,-1.64,-31.3962347038,-105.9,0.958116343158,-0.061923246842,21.2564158717,None,None,不分配不转增,None
835906,科润股份,2024-04-19 00:00:00,0.3,323874245.63,30275419.76,14.63,3.6418609428,117.64,2.18755151131,0.242316160813,34.6092488342,None,None,10派0.70元(含税),None
835909,双飞人,2024-04-26 00:00:00,0.42,62304290.07,21931360.36,25.04,-24.0815654135,-31.17,1.634354501147,0.244850625621,82.6801392522,None,None,10派1.60元(含税),None
835911,中农华威,2024-04-29 00:00:00,-0.18,227484352.09,-26172666.74,-16.67,-1.9258003337,-66.61,1.004395663243,-0.032949730685,20.0700643058,None,None,不分配不转增,None
835912,阿房宫,2024-04-19 00:00:00,-0.95,93504856.6,-48024898.95,-14.78,-11.6659951723,-33.6870888584,5.947988418743,-0.339616222618,5.7274890361,None,None,不分配不转增,None
835913,虎符科技,2024-04-25 00:00:00,-0.27,37390393.07,-3786570.06,-133.78,-19.134951096,-63.43,0.066932836429,-0.31643581,25.795000154,None,None,不分配不转增,None
835914,ST伊秀,2024-04-26 00:00:00,-0.63,49444794.1,-12906532.18,-179.41,16.8312166046,21.29,0.036121399024,-0.509145863902,62.2467545881,None,None,不分配不转增,None
835924,柠檬网联,2024-04-26 00:00:00,0.16,72526416.4,8635656.17,11.71,3.7587947833,-53.79,1.327117681543,0.47737647923,43.2314022067,None,None,不分配不转增,None
835927,科力新能,2024-04-25 00:00:00,0.1,118666342.01,8256556.87,7.72,4.3200355231,-13.4,1.345422168926,0.130436882639,30.4560433884,None,None,不分配不转增,None
835936,天璇物流,2024-04-29 00:00:00,0.04,171418777.6,1424370.87,4.43,22.9968366728,111.71,1.025716386077,0.41440027549,13.5700717014,None,None,不分配不转增,None
835940,瑞济生物,2024-04-26 00:00:00,0.38,44301536.09,17634605.93,19.46,5.0552258414,8.4,2.144671446253,0.371041059623,86.9520163178,None,None,不分配不转增,None
835947,高山农业,2024-04-23 00:00:00,0.395,56551934.28,19757272.78,10.56,8.0227630319,17.24,3.418798208,0.5587300822,80.5888809114,None,None,不分配不转增,None
835948,杰外动漫,2024-04-26 00:00:00,0.12,79040560.2,4059471.86,2.15,-37.3471109721,-77.38,5.239728421023,0.902961865057,35.2977916647,None,None,不分配不转增,None
835957,建筑数据,2024-04-26 00:00:00,-0.24,21655088.1,-5141043.47,-18.39,-17.2209505504,-919.55,1.205915168139,0.076413938919,53.0327480866,None,None,不分配不转增,None
835959,好看传媒,2024-04-19 00:00:00,-0.13,251296.73,-6330948.5,-11.91,-83.0719782519,75.3378991526,0.997105328678,0.051538953653,57.9212312074,None,None,不分配不转增,None
835960,九易庄宸,2024-04-26 00:00:00,0.5,257615713.24,33534144.5,15.4,3.8647286263,-21.88,3.444934633252,0.287538659579,38.9818642609,None,None,10派0.45元(含税),None
835963,安人股份,2024-04-25 00:00:00,0.18,115928695.63,10283925.44,6.22,14.9566846708,-53.84,2.979145076148,0.166438640636,50.5280786018,None,None,10派2.60元(含税),None
835968,ST科创蓝,2024-04-25 00:00:00,-0.27,28687409.37,-30081988.88,-14.36,18.0506300162,-4.72,1.757669790782,0.110911641439,1.438781992,None,None,不分配不转增,None
835969,华凌股份,2024-04-26 00:00:00,-0.05,2816249.88,-2485584.14,-4.73,-54.1970236324,-29.86,1.074254279588,-0.006452834791,50.3990299327,None,None,不分配不转增,None
835970,联发科技,2024-03-28 00:00:00,0.34,138100493.19,11956674.77,13.76,-6.3576797573,-20.21,2.661103640634,-0.190746728728,20.7768036284,None,None,不分配不转增,None
835982,联盛科技,2024-04-29 00:00:00,0.46,33906342.65,7454973.74,52.69,27.6214610094,49.15,1.114418156484,0.581069966334,60.4974766867,None,None,不分配不转增,None
835983,诺博教育,2024-04-30 00:00:00,-0.35,14618612.54,-6196539.48,-157.85,-20.7603489037,-622.1,0.04738293632,-0.18088429766,22.3440443548,None,None,不分配不转增,None
835985,海泰新能,2024-04-29 00:00:00,0.44,4103330682.03,136423799.77,10.62,-35.756622649,15.02,4.245448697703,0.820474506666,14.3945532766,52.6212,360.2487,10派2.20元(含税),光伏设备
835987,众诚保险,2024-03-28 00:00:00,-0.025,2991534792.84,-55969435.92,-2.13,1.5648914271,-210.82,1.134715367806,0.218185856132,None,None,None,不分配不转增,None
835993,泽衡环保,2024-04-26 00:00:00,0.92,113141351.76,55169053.31,22.96,32.5511705381,30.52,4.476207464333,0.222983591833,66.301662958,49.9768,93.9481,不分配不转增,None
835995,松赫股份,2024-04-26 00:00:00,0.18,739668680.82,23042004.95,9.59,92.9627620932,186.75,2.021661663777,-0.530018258758,13.1199038213,None,None,不分配不转增,None
836002,乐蜀网络,2024-04-29 00:00:00,2.64,52663930.75,28259609.81,294.21,-15.8699122814,312.0664623278,0.700506996262,-1.066163140187,50.8986685541,None,None,不分配不转增,None
836004,古井酒店,2024-04-23 00:00:00,-0.18,50498129.16,-3500277.84,-60.11,15.0662227877,71.2,0.20362846,0.919458279,25.110446052,None,None,不分配不转增,None
836005,特锐艺术,2024-04-24 00:00:00,0.33,38329864.63,2830210.26,33.3,-2.6756924277,414.63,1.166423371765,0.296021250588,17.0052268718,None,None,不分配不转增,None
836008,摩诘创新,2024-03-29 00:00:00,0.33,227669021.67,32394537.81,5.89,21.8136383226,-6.9,5.707636990834,-0.009815951908,34.4314572641,None,None,10派1.008元(含税),None
836011,朋万科技,2024-04-29 00:00:00,-0.15,3742510.14,-4968478.14,-13.36,-69.1929002541,-426.75,1.067715607184,0.040930251061,-27.1322669015,None,None,不分配不转增,None
836012,百姓网,2024-04-26 00:00:00,-0.04,28896798.3,-16345737.34,-4.6,-68.4853860802,76.76,0.894585889485,-0.066198811888,39.0783736757,None,None,不分配不转增,None
836014,掌游天下,2024-04-26 00:00:00,-0.06,106477071.68,-6093454,-3.18,-46.3968598946,-127.71,1.745987546214,-0.151273039897,39.5816883063,None,None,不分配不转增,None
836024,华源节水,2024-04-29 00:00:00,0.22,252941828.22,23922817.49,10.6,18.3417877035,161.15,2.158698260002,-0.279910089451,30.8220415179,None,None,10派0.60元(含税),None
836027,金晟环保,2024-04-29 00:00:00,0.23,565992852.92,21179036.62,4.62,-15.7202653477,-46.72,5.042682529355,0.434828870108,12.9802628834,None,None,10派3.00元(含税),None
836028,固特科技,2024-04-26 00:00:00,0.68,150035184.73,24832925.89,17.25,9.1018950816,50.99,4.239979486871,0.885639432863,31.4295365616,None,None,10派1.00元(含税),None
836029,创锐装备,2024-04-23 00:00:00,0.17,8453300.94,850063.28,8.3,-35.1005819182,-72.77,1.910581635294,0.543589221569,54.6792387117,None,None,不分配不转增,None
836030,金居股份,2024-03-15 00:00:00,0.05,410517511.42,7386836.98,2.61,13.135850098,282.73,1.767965211788,0.038288875543,9.0725318175,None,None,10派0.30元(含税),None
836032,建亚环保,2024-04-24 00:00:00,-0.25,64615878.01,-12582000.83,-16.22,73.9075875329,-50.33,1.410250015013,-0.263186884556,0.8062963099,None,None,不分配不转增,None
836036,昆仑股份,2024-04-18 00:00:00,0.01,86238145.02,1204755.88,1.84,142.7490859613,106.8932570444,0.52743864216,0.12785631728,44.9003828306,None,None,不分配不转增,None
836041,残友善务,2024-03-29 00:00:00,-0.14,4354008.68,-991751.88,-65.96,1731.3513347997,-1231.57,0.143955144286,-0.072014357143,11.8623537057,None,None,不分配不转增,None
836047,信元股份,2024-04-25 00:00:00,0.92,110199401.56,46630610.14,30.61,49.8078027638,102.11,3.474449706231,1.846696524036,75.8480124091,None,None,不分配不转增,None
836050,深蓝股份,2024-03-29 00:00:00,0.39,63621582.67,18356867.5,23.67,-8.0916229379,-4.89,1.761883661702,0.320346440851,48.6983479501,None,None,"10派1.00元(含税,扣税后0.90元)",None
836052,珠海港昇,2024-04-26 00:00:00,0.26,306207060.03,126799221.3,12.19,-2.3371440904,4.56,2.200482029762,0.401880680973,55.5654259517,None,None,10派0.80元(含税),None
836056,麦格天宝,2024-04-22 00:00:00,-0.01,51387760.88,-750192.84,-1.36,-9.4675178235,95.83,1.033964148322,0.058323267788,32.0267748938,None,None,不分配不转增,None
836058,欧赛能源,2024-04-17 00:00:00,-0.23,96814376.53,-27104478.44,-36.69,8.5555027528,-30.45,0.513924599082,0.076862312705,2.5379106059,None,None,不分配不转增,None
836059,金达科技,2024-04-23 00:00:00,0.18,285421371.76,23585066.43,11.15,3.9570657849,4.86,1.566861548433,-0.017055282313,13.7461554501,None,None,不分配不转增,None
836062,金色未来,2024-04-29 00:00:00,0.16,128383630.75,310286.95,2.31,17.2651786195,-75.06,2.717508884,0.090397208,10.3548484821,None,None,不分配不转增,None
836070,龙翔电气,2024-03-20 00:00:00,-0.03,90869873.89,-2414764.97,-2.93,9.5886561086,-244,1.169855038245,-0.135885477628,18.2180865135,None,None,不分配不转增,None
836072,夏兴科技,2024-04-25 00:00:00,0.35,81589808.66,8115591.37,22.12,13.8836082064,27.93,1.634061948085,0.792278226809,23.5522424867,None,None,10派3.10元(含税),None
836073,时代正邦,2024-04-18 00:00:00,0.08,61952473.39,949524.06,5.65,-2.1317732266,-84.73,1.538433114754,-0.027774504633,30.7755754479,None,None,10转10股,None
836075,三禾生物,2024-04-22 00:00:00,-0.25,12449658.54,-2208557.26,-3.73,-22.8721616973,-167.65,6.600736009091,0.806491530682,25.206480161,None,None,不分配不转增,None
836076,蛇口船务,2024-04-22 00:00:00,-0.63,82437954.57,-38053431.67,-25.93,-53.8345899886,-177.98,2.083729550167,-0.220239568167,0.5013137239,None,None,不分配不转增,None
836077,吉林碳谷,2024-04-25 00:00:00,0.4126,2049237044.49,231389239.02,10.47,-1.6529865281,-63.25,4.119714660016,-1.012758840538,24.7110262852,-19.4642,-291.8231,10派1.00元(含税),化纤行业
836078,天睿空间,2024-04-26 00:00:00,0.06,21829565.2,2417125.91,9.57,698.3391231261,119.79,0.699540055497,0.012991286205,62.9171020777,None,None,不分配不转增,None
836081,西谷数字,2024-04-30 00:00:00,-1.47,49402955.22,-46063658.72,-30.81,-28.3563174037,-47.77,4.040922569968,0.029694468371,40.8025790972,None,None,不分配不转增,None
836090,创富港,2024-04-29 00:00:00,0.3,748427146.21,33042373.72,18.05,7.099285892,-14.15,1.747116640775,4.308179838433,37.7254668166,1.7315,-43.4892,不分配不转增,None
836093,优雅电商,2024-04-24 00:00:00,-0.01,42610.28,-185451.74,-6.61,462.5579915452,87.52,0.11593232347,-0.033214676009,None,None,None,不分配不转增,None
836098,华浩科技,2024-04-26 00:00:00,0.25,27355654.27,7049868.9,62.7,28.6454319295,31.22,0.520190886242,-0.055842325247,64.8452030608,None,None,不分配不转增,None
836100,瑞捷电气,2024-04-24 00:00:00,0.26,101308884.44,16520425.08,10.32,7.177232628,7.86,2.639879205873,0.456112874444,51.3941095569,None,None,10派1.00元(含税),None
836108,五星铜业,2024-04-17 00:00:00,-0.06,3464705268.67,-12887672.6,-3.19,49.856346818,85.05,2.013743092001,0.05523341135,-2.005167171,None,None,不分配不转增,None
836109,山由帝奥,2024-04-16 00:00:00,0.002,41623356.66,93958.41,0.08,-30.7048224051,-98.89,2.497552879046,0.175661200569,40.8672583496,None,None,"10派4.50元(含税,扣税后4.05元)",None
836113,春泉园林,2024-04-29 00:00:00,-1.31,42920127.3,-107980537.73,-81.63,-33.6104096935,506.81,0.95154097071,-0.082333157632,13.7091321721,None,None,不分配不转增,None
836115,三环节能,2024-04-22 00:00:00,-0.3,1978603.36,-4807097.3,-192.6,25.208730275,1.26,0.005847474051,-0.027036194304,51.5347426682,None,None,不分配不转增,None
836117,铁强环保,2024-04-29 00:00:00,-0.23,23850000.21,-34907266.9,-129.66,-47.8956181405,-1.35,0.062728024581,-0.003908517657,-44.254591602,None,None,不分配不转增,None
836118,万都云雅,2024-04-24 00:00:00,-0.08,30852332.7,-1218115.99,-22.44,-0.3560955759,-289.13,0.331848364325,-0.210766272727,15.6718261696,None,None,不分配不转增,None
836122,南深股份,2024-04-25 00:00:00,-0.02,411409986.98,-750105.62,-1.41,9.8005675713,-104.87,1.453931716026,-0.090233977537,10.3935071032,None,None,不分配不转增,None
836123,格雷特,2024-04-25 00:00:00,0.19,50868588.98,2387592.96,8.35,-8.6480403467,-26.9,2.2587315432,0.1158019928,16.5030159246,None,None,不分配不转增,None
836126,丰泰新材,2024-04-09 00:00:00,-0.03,19808437.7,-654994.74,-1.86,19.841656104,93.12,1.425810189894,0.12434406846,46.1552842706,None,None,不分配不转增,None
836127,亿鑫股份,2024-04-29 00:00:00,0.81,2170480925.15,51140083.6,15.76,-30.0330494591,-15.95,5.826146093796,1.596655093648,4.8779379682,None,None,不分配不转增,None
836129,中源股份,2024-04-26 00:00:00,0.02,1073515004.66,1777167.14,0.76,36.4053351726,1698.88,2.713541728289,0.179637176495,1.4454488389,None,None,不分配不转增,None
836136,美特林科,2024-04-30 00:00:00,1.53,537343350.55,105744858.77,47.12,73.8545256064,450.57,6.659461091876,-0.806545050386,30.9689509249,None,None,10派2.80元(含税),None
836139,高新利华,2024-04-09 00:00:00,0.85,298186757.11,25642146.03,24.64,6.9186701747,-17.54,3.896956933667,0.177304858,20.0605761637,None,None,不分配不转增,None
836145,博加信息,2024-04-30 00:00:00,0.04,41019587.97,1665986,5.02,-17.3416368079,168.48,0.91783640181,0.169996972379,30.2795413476,None,None,不分配不转增,None
836149,旭杰科技,2024-04-03 00:00:00,0.15,782101851.4,10701368.04,6.07,127.0459625146,145.39,2.474115153882,-0.439250457171,15.3991411482,16.7817,75.3177,10派0.50元(含税),工程建设
836153,明邦物流,2024-04-30 00:00:00,-0.31,104237760.65,-13483716.88,-240.89,66.8647152787,78.53,0.300948163409,0.052198146818,27.2441682869,None,None,不分配不转增,None
836156,东南岩土,2024-04-24 00:00:00,0.03,60420145.93,857527.5,1.63,-4.1826413815,-79.67,1.693013691866,-0.213452984051,23.2908677617,None,None,不分配不转增,None
836157,顺邦通信,2024-04-11 00:00:00,-0.06,27947520.45,-5555986.33,-6.65,-6.7088099035,16.43,0.801267636012,0.042861497421,12.1232549273,None,None,不分配不转增,None
836159,跃飞新材,2024-04-29 00:00:00,0.39,300743516.89,19988959.62,13.82,0.67853555,247.79,2.492871955574,0.371848298397,20.8178706884,None,None,不分配不转增,None
836161,一万节能,2024-04-29 00:00:00,0.637,105936353.11,7691776.32,15.37,14.8339187905,52.31,4.390239032825,0.57260110565,14.6225931658,None,None,10派10.00元(含税),None
836162,广通传媒,2024-04-18 00:00:00,-0.04,21811791.63,-1373975.85,-3.98,-2.3206690575,52.38,0.867100221795,0.004462711538,47.8761020513,None,None,不分配不转增,None
836163,美安医药,2024-04-25 00:00:00,0.12,442766530,5135750.56,2.6,-0.2328373438,-84.95,4.410922978641,0.604940027182,15.7493417603,None,None,10派1.38元(含税),None
836164,威利坚,2024-04-18 00:00:00,0.54,134087937.89,11006199.98,18.25,17.5918053336,14.24,3.026550525,1.106092888725,20.4266715791,None,None,不分配不转增,None
836170,中安精工,2024-04-26 00:00:00,0.24,125983194.96,6861577.63,8.17,8.406593799,-4.77,3.145879315515,-0.354113707046,16.4672190974,None,None,10派1.10元(含税),None
836171,神马华威,2024-03-19 00:00:00,0.4737,229693993.14,12104623.09,17.45,-9.8311590468,74.28,2.751563545225,0.438894356205,13.0238429795,None,None,"10派1.20元(含税,扣税后1.08元)",None
836179,国天电子,2024-04-26 00:00:00,0.43,504521977.08,24451561.77,15.88,3.059454413,-29.94,2.853470625727,-0.396124312775,18.3298879021,None,None,10派1.00元(含税),None
836183,百林生态,2024-04-29 00:00:00,-0.19,140885261.29,-9393551.49,-11.16,-41.1765226262,-247.39,1.584881110669,0.105002672852,17.8485335583,None,None,不分配不转增,None
836185,利伟生物,2024-04-30 00:00:00,-0.12,23948582.69,-4634277.13,-38.64,19.3648933673,25.28,0.24188180075,0.03803653025,12.4830914576,None,None,不分配不转增,None
836186,网博视界,2024-04-26 00:00:00,-0.13,3711192.78,-2351638.8,-5.74,-72.037744742,-352.53,2.22395991688,0.406096101365,84.9644280672,None,None,不分配不转增,None
836189,新诺北斗,2024-04-29 00:00:00,0.43,124849064.53,17749591.03,15.19,18.6760014956,-9.17,3.054368400469,-0.131533815258,36.9570761493,None,None,10转3股派1.20元(含税),None
836190,托球股份,2024-04-26 00:00:00,0.05,721298995.17,10376991.55,2.16,58.6544673966,-45.6,2.555968726872,-0.179052525792,10.0119782716,None,None,不分配不转增,None
836191,亚讯星科,2024-04-23 00:00:00,0.18,27284816.89,2287388.62,7.48,-30.4264187572,112.78,2.459757642951,-0.287573658158,28.2233501916,None,None,不分配不转增,None
836193,瑞一科技,2024-04-26 00:00:00,0.69,232280037.86,54984555.51,16.33,-35.6676008378,-48.87,4.652839601968,0.717486626814,47.564696729,63.6322,286.8864,10派4.00元(含税),None
836194,诺龙技术,2024-04-26 00:00:00,0.15,53087792.77,4473773.02,9.88,1.0298672382,4.94,1.506476410656,0.165656722237,37.2070779729,None,None,不分配不转增,None
836195,吉星智能,2024-04-26 00:00:00,0.09,23983482.67,1893017.83,5.51,-2.9384329595,-20.06,1.560915698571,0.451804920476,52.0900151654,None,None,10派2.30元(含税),None
836196,掌中无限,2024-04-23 00:00:00,0.18,162574136.29,1804682.62,10.26,15.1502917571,-67.42,1.641555499,-1.19327859,7.7221207484,None,None,不分配不转增,None
836205,芯联创展,2024-04-23 00:00:00,0.07,55024288.38,465958.68,1.65,8.825705765,-19.33,4.042759294578,-0.864728190578,31.5194192976,None,None,不分配不转增,None
836206,钱皇股份,2024-04-25 00:00:00,0.15,71946957.62,1905922.54,49.5,5.4010614199,458.67,0.369480187692,0.209430276154,25.9269255672,None,None,不分配不转增,None
836208,青矩技术,2024-04-18 00:00:00,3.09,938363569.19,202066794.15,25.53,13.3579137659,25.36,13.165229415049,1.729771214335,45.5155126129,75.3477,47.8026,10转4股派16.00元(含税),专业服务
836209,启超电缆,2024-03-28 00:00:00,0.23,413131070.81,18186095.51,13.82,-27.6358504795,-24.6,1.666891687926,1.223642230341,12.9030777243,None,None,10派1.50元(含税),None
836210,苏马游艇,2024-04-26 00:00:00,-0.7937,20477047.05,-7936565.51,-41.17,-51.1249432145,-270.8,1.53108958,0.086441006,35.0851957924,None,None,不分配不转增,None
836215,寰旗科技,2024-04-18 00:00:00,0.32,35196476.31,6389475.51,355.33,65.4029063275,179.3,0.249646509,0.294175146,52.6710443305,None,None,不分配不转增,None
836216,恩普特,2024-03-21 00:00:00,0.21,47012147.27,4273059,12.51,13.0063176108,419.53,1.813513367632,0.03660414985,59.2783977297,None,None,"10派1.30元(含税,扣税后1.17元)",None
836217,天创微波,2024-04-25 00:00:00,0.18,51597947.24,3524723.59,8.06,1.3051651676,-53.63,2.271846285215,-0.185892043956,32.6784219178,None,None,不分配不转增,None
836221,易实精密,2024-04-08 00:00:00,0.59,275720274,51509055.98,17.21,18.8190770353,36.15,3.767546808687,0.843433529266,31.6857518102,19.7214,34.0604,10派1.00元(含税),汽车零部件
836225,康利亚,2024-04-02 00:00:00,-0.07,92167245.09,-8429359.43,-6.18,8.8845678445,15.83,1.100913100667,0.008282710333,7.994916874,None,None,不分配不转增,None
836226,卡友信息,2024-04-25 00:00:00,-0.18,19164546.69,-8907985.07,-24.8,-11.2780085651,-92.71,0.649988484504,-0.065850618595,41.3473953137,None,None,不分配不转增,None
836228,新阳特纤,2024-04-11 00:00:00,1.09,636720752.45,188301760.83,63.73,107.6989685127,693.7,2.936547634204,1.835445562253,49.8047729589,None,None,"10派6.50元(含税,扣税后5.85元)",None
836230,冠明新材,2024-04-08 00:00:00,0.1,399950827.15,6486696.81,5.17,22.6444697791,-61.05,2.037853310641,0.228128591003,11.2685061664,None,None,不分配不转增,None
836232,蓝梦广告,2024-04-29 00:00:00,-0.27,110962416.52,-17217502.37,-9.94,-37.7766824938,-594.97,2.324696901741,0.306534317475,19.3537853838,None,None,不分配不转增,None
836234,奥派装备,2024-04-22 00:00:00,0.05,112500449,1811246.08,4.32,-3.2357400963,-54.67,1.068150543142,-1.692486384539,32.9635376033,None,None,不分配不转增,None
836235,银奕达,2024-04-29 00:00:00,0.1126,218300706.24,6755075.18,7.77,-26.2994544464,20.41,1.4645909145,-0.017836037167,8.9127957922,None,None,10派0.60元(含税),None
836236,和成新材,2024-04-26 00:00:00,0.17,118364834.17,2488773.6,11.82,7.3553372566,268.98,1.491548056,0.005501493333,16.842578372,None,None,不分配不转增,None
836237,长虹民生,2024-04-24 00:00:00,0.31,2131346101.33,37775615.32,5.17,-7.3500264643,-13.56,6.042762573732,0.749093387912,5.3580667663,None,None,10派1.70元(含税),None
836239,长虹能源,2024-04-24 00:00:00,-2.08,2796816309.58,-270899078.28,-31.59,-12.7567956961,-341.57,5.446938040792,-0.28143708777,10.2926890641,19.987,40.9081,不分配不转增,电池
836241,比特耐特,2024-04-26 00:00:00,-0.33,119896591.13,-3358222.5,-5.06,-35.7177914277,-129.1,6.408620910891,0.77367679505,28.0464966127,None,None,不分配不转增,None
836247,华密新材,2024-03-25 00:00:00,0.56,400447738.49,51880949.56,12.6,19.3543974049,21.69,4.638322604681,-0.128368638424,31.1071471722,5.5736,-40.3862,"10转3股派1.87元(含税,扣税后1.683元)",橡胶制品
836248,豪特装备,2024-03-29 00:00:00,0.01,36627214.54,437116.98,0.97,4.8100360029,-57.71,1.467782364246,0.137840489639,18.2144144287,None,None,不分配不转增,None
836249,恒丰特导,2024-03-19 00:00:00,0.29,805340801.81,50274111.02,10.37,-3.6704813234,-9.61,2.930226749682,0.07832233699,12.7513250178,5.3552,-26.1001,10派1.50元(含税),None
836253,嘉和物联,2024-05-07 00:00:00,0.42,58741904.25,25272872.97,35.19,-24.4014921161,-19.52,1.107403702527,0.384792319794,59.1848814809,None,None,不分配不转增,None
836254,滴滴集运,2024-04-17 00:00:00,-0.11,17589866.16,-1116185.17,-12.35,-46.9893391019,-208.05,0.847808637,-0.231550472,10.8448069624,None,None,不分配不转增,None
836256,华星新材,2024-04-25 00:00:00,-0.08,73098395.11,-2363075.04,-5.13,-11.8027321797,53.68,1.514273879333,0.049127786,14.7190192532,None,None,不分配不转增,None
836259,高正信息,2024-04-26 00:00:00,-0.29,7204691.11,-3795450.16,-22.12,-78.0643730583,-287.99,1.119730542449,-0.660685447784,6.775172489,None,None,不分配不转增,None
836260,中寰股份,2024-04-24 00:00:00,0.42,281918499.06,43337262.63,10.63,4.6650704321,-2.92,3.995643813423,0.140613847996,34.2400488658,0.0762,-25.7239,10派3.00元(含税),仪器仪表
836263,中航泰达,2024-04-26 00:00:00,0.64,475480638.9,90132426.81,17.66,15.3868346234,109.45,3.874686633109,0.089079796799,23.7891286071,-4.8218,87.998,10派1.42898元(含税),环保行业
836266,亿维股份,2024-04-11 00:00:00,0.5,203438828.98,29964396.81,22.79,4.788943793,-9.82,2.461316631667,-0.121281664833,45.679451379,235.9822,596.5167,10派0.833333元(含税),None
836270,天铭科技,2024-04-18 00:00:00,0.66,225953296.4,57913654.17,14.97,36.6862014361,31.55,4.664951853292,1.017167460083,42.536627047,-36.0067,-46.3575,10转2股派5.00元(含税),汽车零部件
836274,泓杰股份,2024-04-25 00:00:00,0.95,555721033.53,68702392.57,18.14,6.1571051198,27.56,5.589137704306,0.714477342639,30.8925290626,None,None,10派2.00元(含税),None
836275,晶杰通信,2024-04-29 00:00:00,0.16,228294785.68,3586044.69,10.25,30.0955640342,133.58,1.672282006507,0.724967472959,18.309377468,None,None,不分配不转增,None
836278,兴和云网,2024-03-26 00:00:00,-0.04,36193357.61,-1748933.58,-2.68,-44.7161852752,-148.88,1.415798498458,-0.091624123128,27.1404872569,None,None,不分配不转增,None
836281,鸿盛华,2024-04-16 00:00:00,0.0876,331914934.32,4942872.15,6.73,48.2259196245,65.49,1.346626484202,-0.116233090389,9.0762948018,None,None,不分配不转增,None
836284,欧菲特,2024-04-23 00:00:00,0.53,118466762.83,15762046.83,31.98,32.2722303184,96.83,1.693670240878,0.798140190729,40.9147821061,None,None,10派2.70元(含税),None
