股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
000898,鞍钢股份,2024-03-29 00:00:00,-0.347,113502000000,-3257000000,-5.78,-13.4048461914,-3115.74,5.829497016198,0.16826513214,-0.4713573329,14.7312,-48.5046,不分配不转增,钢铁行业
000899,赣能股份,2024-04-26 00:00:00,0.5,7088923566.65,489603752.13,9.97,71.1163832564,4497.92,5.36550516278,1.120551035036,12.2983477284,-13.1569,-70.0428,10派1.51元(含税),电力行业
000900,现代投资,2024-04-03 00:00:00,0.3183,8466592784.79,542691368.51,4.54,-48.2917748787,25.41,7.140585055569,1.261309456014,25.9780979266,-4.2078,-12.073,10派1.50元(含税),铁路公路
000901,航天科技,2024-04-26 00:00:00,-0.1826,6804852365.45,-145742413.14,-3.47,18.545951254,-654.05,5.252858000541,0.205408611671,16.3773530704,27.6465,-7503.6974,不分配不转增,汽车零部件
000902,新洋丰,2024-04-18 00:00:00,1,15099868971.01,1206563575.61,13.33,-5.3758509808,-7.85,7.57601193241,1.698706903218,14.8900261301,-16.2039,-28.0033,"10派3.00元(含税,扣税后2.70元)",化肥行业
000903,云内动力,2024-04-30 00:00:00,-0.64,5314393561.48,-1254543084.66,-35.1,11.7860964192,5.08,1.498959692919,-1.038110712325,-5.4257257108,-19.6049,-349.4234,不分配不转增,汽车零部件
000905,厦门港务,2024-03-30 00:00:00,0.3124,22927421225.71,231778181.46,4.81,4.2350206065,-5.86,6.573088936769,0.322789002068,2.7786743504,15.8732,-85.1226,10派1.00元(含税),航运港口
000906,浙商中拓,2024-04-25 00:00:00,0.94,203064502062.97,710787405.6,14.84,4.8861127699,-29.05,6.64374823892,-2.085872948487,1.5936031346,-4.9725,194.3072,10派3.50元(含税),商业百货
000908,*ST景峰,2024-04-30 00:00:00,-0.2445,656893837.84,-215144077.22,None,-21.859484753,-75.54,-0.056258043751,0.039855610021,71.7581581721,-40.5349,-694.326,不分配不转增,化学制药
000909,ST数源,2024-04-20 00:00:00,-0.7027,673006704.49,-318887353.04,-24.08,14.5325717167,11.76,2.747445105641,-1.248949978406,47.5388416156,-3.1574,-3240.4475,不分配不转增,综合行业
000910,大亚圣象,2024-03-29 00:00:00,0.61,6531839928.26,332724235.24,5.06,-11.2879532981,-20.84,12.249362618828,1.204657739412,25.9142756002,16.259,-37.5191,"10派1.90元(含税,扣税后1.71元)",装修建材
000911,广农糖业,2024-04-03 00:00:00,0.0688,3365430692.29,27545270.18,41.57,18.603970135,106.02,0.242276168975,1.376903429098,13.3467330048,221.685,233.8314,不分配不转增,食品饮料
000912,泸天化,2024-04-25 00:00:00,0.1,6418234611.65,150037823.09,2.37,-14.8146061223,-59.15,4.081547778935,0.640048303463,14.5941227575,-23.4596,-204.75,不分配不转增,化肥行业
000913,钱江摩托,2024-04-18 00:00:00,0.8806,5097767420.78,464022361.44,11.2,-9.7482576186,11.67,8.412642679352,1.121080030805,27.5114383483,-16.8328,-58.4623,"10派4.00元(含税,扣税后3.60元)",交运设备
000915,华特达因,2024-03-16 00:00:00,2.5,2484165699.48,585262089.7,21.15,6.1121522317,11.08,12.725072647877,5.012919846132,86.4112001337,35.3424,-10.4227,"10派20.00元(含税,扣税后18.00元)",化学制药
000917,电广传媒,2024-04-27 00:00:00,0.12,3920017261,175572516.41,1.71,5.2160105083,-16.01,7.266932274391,0.20300549525,30.774432907,3.109,296.0849,10派0.20元(含税),文化传媒
000919,金陵药业,2024-04-30 00:00:00,0.1977,2785738409.8,99652601.77,3.3,4.2969578503,-5.35,5.952646589362,0.31092309763,21.0397820139,2.8133,-89.8316,10派1.00元(含税),中药
000920,沃顿科技,2024-03-29 00:00:00,0.35,1705162988.1,164744450.47,8.89,16.6848831039,13.64,3.801360081481,0.373533738308,35.849975215,11.1501,-59.5189,10派1.23元(含税),环保行业
000921,海信家电,2024-03-30 00:00:00,2.08,85600189224.06,2837322754.58,22.64,15.4962082971,97.73,9.784442978746,7.645786555141,22.0841486032,-5.7165,-55.698,10派10.13元(含税),家电行业
000922,佳电股份,2024-04-18 00:00:00,0.6697,5320513949.27,399382105.23,12.38,16.6909394715,4.75,5.357201728612,0.931677071219,23.95698812,144.3668,39.3771,10派2.02元(含税),电机
000923,河钢资源,2024-04-27 00:00:00,1.3979,5866769582.11,912467215.67,10.09,16.1022888092,36.95,14.096459485578,2.367156756646,63.0215086625,16.0014,-14.0565,10派6.00元(含税),钢铁行业
000925,众合科技,2024-04-27 00:00:00,0.11,2324996599.54,57546569.61,2.05,-9.164272195,1.98,5.090631343597,0.247130397837,29.2179222681,61.9825,626.3755,不分配不转增,交运设备
000926,福星股份,2024-04-29 00:00:00,0.07,5508056880.14,68332802.34,0.61,-63.6247544705,-35,10.623671401448,0.727949214257,25.8294067775,3.8539,-307.3957,10转4股派0.10元(含税),房地产开发
000927,中国铁物,2024-03-30 00:00:00,0.0944,45067777552.8,571050093.32,6.48,-18.3585626488,-19.46,1.472365406338,0.15648946777,4.8739085014,2.7605,-72.5026,10派0.10元(含税),物流行业
000928,中钢国际,2024-04-30 00:00:00,0.578,26377055477.16,761483210.71,11.07,40.919306746,20.58,5.487150305267,0.953645556735,8.7912559072,42.573,82.1944,10派2.66元(含税),工程咨询服务
000929,兰州黄河,2024-04-18 00:00:00,-0.2515,241244111.79,-46720689.86,-7.61,-9.474969893,-59.76,3.15596294731,-0.185787227749,15.162980708,-35.5101,-814.6225,不分配不转增,酿酒行业
000930,中粮科技,2024-04-25 00:00:00,-0.3267,20378950091.78,-601629843.35,-5.34,2.3139750307,-156.84,5.604920954025,1.050011841163,5.5117568988,4.558,-11408.2468,不分配不转增,农牧饲渔
000931,中关村,2024-04-19 00:00:00,0.0648,2276603345.75,48781604.61,3.23,10.4996682116,223.24,2.038469608569,0.289856200305,57.930942663,11.476,-52.5674,不分配不转增,化学制药
000932,华菱钢铁,2024-03-30 00:00:00,0.7351,164465255132.63,5078574342.84,9.87,-2.4736263839,-20.38,7.709157064012,0.763189738614,9.4026511924,8.5431,-36.6494,10派2.30元(含税),钢铁行业
000933,神火股份,2024-03-26 00:00:00,2.65,37625079556.47,5905386622.42,33.61,-11.893010441,-22.07,8.814051749846,4.974069715365,26.3554826528,-5.5114,32.2286,"10派8.00元(含税,扣税后7.20元)",有色金属
000935,四川双马,2024-04-30 00:00:00,1.29,1219344574.84,985473578.62,14.1,-0.0200161679,19.43,9.74696738671,0.405103926386,50.769439874,69.5764,48.3595,10派3.40元(含税),水泥建材
000936,华西股份,2024-04-30 00:00:00,0.08,2858146702.47,72393133.41,1.42,-2.3669570322,-63.22,5.773841595444,-0.080563518305,5.4886298735,8.257,-140.6467,10派0.20元(含税),化纤行业
000937,冀中能源,2024-04-13 00:00:00,1.3993,24329543689.17,4944338825.88,22.66,-32.4861248925,10.83,6.37092211282,1.299084399235,36.767658927,-29.0874,87.3395,10派6.00元(含税),煤炭行业
000938,紫光股份,2024-04-30 00:00:00,0.735,77307810774.02,2103017289.02,6.39,4.3886910004,-2.54,11.869058363711,-0.649362307215,19.5968387173,15.2507,8.3844,10派1.40元(含税),互联网服务
000948,南天信息,2024-04-13 00:00:00,0.407,9137566648.95,155792305.64,6.2,6.6596472913,13.66,6.5774651548,0.445974301339,12.9307390523,84.7716,232.1932,10派1.20元(含税),软件开发
000949,新乡化纤,2024-03-26 00:00:00,-0.0296,7378745534.64,-42153560.1,-0.77,1.434062246,90.3,3.713768246796,0.385854639831,7.7332073033,-10.4251,-633.7555,不分配不转增,化纤行业
000950,重药控股,2024-04-27 00:00:00,0.38,80119107345.07,654956871.96,5.99,18.1192336842,-31.22,6.507326059622,0.29425921662,7.8741700888,23.0162,3374.1961,10派0.50元(含税),医药商业
000951,中国重汽,2024-03-26 00:00:00,0.92,42069952949.61,1080372674.33,7.59,45.9624849561,405.52,12.533357510983,1.798866436656,7.8479854469,6.8988,166.5743,"10派4.62元(含税,扣税后4.158元)",汽车整车
000952,广济药业,2024-04-26 00:00:00,-0.3962,737819479.15,-140248068.54,-9.79,-7.5000076431,-378.64,3.853056082265,-0.420966469967,27.4049343591,20.5747,-77.967,不分配不转增,化学制药
000953,河化股份,2024-04-26 00:00:00,-0.03,187495292.44,-11559209.01,-16.01,16.7377621431,88.49,0.181903988858,0.05715416196,12.0405143597,-9.1363,-84.8238,不分配不转增,化学制药
000955,欣龙控股,2024-04-30 00:00:00,-0.0528,591117705.5,-28428383.3,-4.19,-29.4189916201,76.4,1.23460322321,0.062223440299,7.4989970944,23.6361,-120.1032,不分配不转增,纺织服装
000957,中通客车,2024-03-26 00:00:00,0.1175,4243856259.91,69654053.83,2.58,-19.565785674,-29.16,4.602200507773,0.735586949873,23.935212671,28.8385,-118.3967,10派0.34元(含税),汽车整车
000958,电投产融,2024-04-19 00:00:00,0.236,6076815033.89,1270373073.72,6.72,-0.6,26.86,3.592984596971,0.016684690027,27.2454280511,31.2397,339.4544,"10派0.63元(含税,扣税后0.567元)",电力行业
000959,首钢股份,2024-04-22 00:00:00,0.0856,113761443633.43,663754519.41,1.35,-3.7080234887,-40.98,6.347178271322,0.789559042027,4.668105674,3.942,-153.0783,10派0.30元(含税),钢铁行业
000960,锡业股份,2024-04-12 00:00:00,0.8557,42359256548.28,1408362320.49,8.29,-18.5365137444,4.61,10.809497481985,1.332513782235,9.1530906525,-19.625,-23.236,"10派2.60元(含税,扣税后2.34元)",小金属
000961,ST中南,2024-04-23 00:00:00,-1.3831,68488019867.08,-5292700162.01,-18.47,16.0099980831,-42.37,2.411225852114,0.033223751101,9.771515999,304.2937,-913.6884,不分配不转增,房地产开发
000962,东方钽业,2024-04-02 00:00:00,0.4107,1108052896.04,187128774.25,10.62,12.3538071966,9.72,4.742900941575,0.18112129998,17.8377157206,39.6836,43.4768,不分配不转增,小金属
000963,华东医药,2024-04-18 00:00:00,1.6219,40623782520.43,2838860542.8,13.96,7.713713071,13.59,11.996868251279,2.239603247399,32.3998656211,2.1986,-13.9573,"10派5.80元(含税,扣税后5.22元)",化学制药
000965,天保基建,2024-03-29 00:00:00,0.0181,3062821343.27,20036525.31,0.37,24.2575101056,-14.02,4.906838430985,-1.121208696114,15.2591368405,37.0992,208.0103,10派0.20元(含税),房地产开发
000966,长源电力,2024-04-26 00:00:00,0.127,14457133396.36,349062023.56,3.57,-1.3966949894,184.07,3.62080773548,0.853836723459,8.6463244259,0.8147,-212.1815,10派0.39元(含税),电力行业
000967,盈峰环境,2024-04-29 00:00:00,0.16,12631050967.34,498383730,2.88,3.0602010853,19,5.400395792345,0.435777198571,22.8450418487,27.3942,-145.482,10派1.25元(含税),环保行业
000968,蓝焰控股,2024-04-25 00:00:00,0.56,2381454251.72,540209853.46,9.92,-4.8093641265,-4.09,5.859124277126,1.165265831383,35.8945188749,8.1493,17.2024,10派1.70元(含税),燃气
000969,安泰科技,2024-04-29 00:00:00,0.2432,8187487714.14,249487796.12,4.96,10.5519952455,18.19,4.876229509811,0.748027050967,17.5643874468,17.7884,40.9338,10派0.80元(含税),通用设备
000970,中科三环,2024-03-28 00:00:00,0.2265,8358231075.72,275310282.87,4.23,-13.9728669065,-67.53,5.420289480677,1.176864542601,12.7066830745,-8.1301,-14.852,10派0.50元(含税),小金属
000971,*ST高升,2024-04-27 00:00:00,-0.28,500706628.91,-297754085.73,None,-2.8374254244,44.45,0.048049729337,0.009774707539,5.1162415356,24.223,-912.637,不分配不转增,通信服务
000972,中基健康,2024-03-19 00:00:00,0.14,575779449.91,108237777.85,72.43,-2.291944953,314.94,0.263900282557,-0.236273529441,25.2813628018,322.0816,1224.505,不分配不转增,食品饮料
000973,佛塑科技,2024-03-23 00:00:00,0.22,2214602731.39,213966456.35,7.85,-15.9580836134,56.86,2.911422565906,0.33709526579,22.9907753306,-56.0496,-87.113,10派0.67元(含税),塑料制品
000975,银泰黄金,2024-03-23 00:00:00,0.5129,8105716063.78,1424298787.71,12.9,-3.2908969145,26.79,4.163421207612,0.78505994317,32.045169434,-59.9381,-20.2689,"10派2.80元(含税,扣税后2.52元)",贵金属
000977,浪潮信息,2024-04-22 00:00:00,1.1804,65866587556.65,1782784322.91,9.89,-5.4120950342,-14.54,12.190915537894,0.353488875228,10.0389206936,-23.7289,115.9288,10派1.30元(含税),计算机设备
000978,桂林旅游,2024-03-30 00:00:00,0.035,467103562.89,16376004.51,1.26,260.8927993127,105.81,2.785400233781,0.258353127742,29.9477453361,-41.0757,-156.1991,不分配不转增,旅游酒店
000980,众泰汽车,2024-04-30 00:00:00,-0.18,733962005.41,-927331772.08,-47.82,-6.2835070759,-0.7,0.297129004202,-0.033420453259,4.7441937271,25.7735,-193.8025,不分配不转增,汽车整车
000981,山子高科,2024-04-30 00:00:00,-0.21,5335833678.08,-2056747472.44,-55.11,42.7311997878,-112.3577687835,0.291958729169,-0.065785941657,14.3715436945,-25.0889,-154.1746,不分配不转增,汽车零部件
000982,中银绒业,2024-04-12 00:00:00,-0.0317,499685086.33,-135259034.21,-11.79,-20.4724714056,-1416.11,0.253447635778,0.011110462878,14.9129446823,-20.618,-5527.8568,不分配不转增,电池
000983,山西焦煤,2024-04-23 00:00:00,1.2282,55522870893.68,6771368105.86,18.74,-14.8206050131,-37.03,6.627300443046,2.412721395032,37.658323442,12.8624,1.081,10派8.00元(含税),煤炭行业
000985,大庆华科,2024-04-27 00:00:00,0.0438,2000204861.54,5676684.9,0.94,-23.3355075132,-63.16,4.520666438624,0.771850899379,5.3133556974,71.2625,241.5897,10派0.18元(含税),化学制品
000987,越秀资本,2024-03-28 00:00:00,0.4791,14793443074.65,2403640893.83,8.66,4.39,-4.33,5.706328313875,2.668136109425,None,4.2049,-42.5697,10派1.70元(含税),多元金融
000988,华工科技,2024-03-28 00:00:00,1,10208274040.97,1006897166.9,11.59,-15.0091622287,11.14,9.107081160797,1.469813030677,23.1140600114,37.4085,-15.1841,10派1.50元(含税),电子元件
000989,ST九芝,2024-04-25 00:00:00,0.3475,2961017652.73,297411075.45,7.55,-2.3818620042,-16.92,4.617453453833,0.126922343064,60.5453498488,7.158,-80.2422,"10派4.00元(含税,扣税后3.60元)",中药
000990,诚志股份,2024-03-13 00:00:00,0.146,12417391777.08,177401344.95,0.99,5.9749969971,248.36,14.524492168044,1.142185026057,13.2120218559,-30.7194,-72.0204,不分配不转增,化学原料
000993,闽东电力,2024-03-30 00:00:00,0.51,1503585794.81,234511926.85,10.04,105.3689748103,27.23,5.365334779578,0.14552639063,32.8625316151,-56.1685,-213.1752,"10派2.00元(含税,扣税后1.80元)",电力行业
000995,皇台酒业,2024-04-30 00:00:00,-0.08,154105174.22,-15009369.05,-11.78,12.9604651482,-304.04,0.683661951547,0.035410076885,61.1810330686,7.675,-4061.1784,不分配不转增,酿酒行业
000996,*ST中期,2024-04-30 00:00:00,0.0232,11069212.79,8006930.53,1.71,-64.9880102625,423.58,1.374013784232,0.03066059971,13.4882929647,-72.8326,35315.375,不分配不转增,汽车服务
000997,新大陆,2024-04-23 00:00:00,0.9906,8249519899.47,1003594740.31,16.63,11.94,362.91,6.197926276351,2.158019238104,35.2493610998,15.7216,-26.9052,10派2.20元(含税),互联网服务
000998,隆平高科,2024-04-29 00:00:00,0.15,9223216747.53,200054689.58,3.21,22.4526064131,124.02,4.256771907053,0.546310899276,39.7637520709,2637.6725,286.5557,10派0.50元(含税),农牧饲渔
000999,华润三九,2024-03-23 00:00:00,2.9,24738963319.76,2852931664.85,15.86,36.8346249879,16.5,19.19393743993,4.241864824567,53.2428884102,12.2499,-14.3001,10转3股派15.00元(含税),中药
001201,东瑞股份,2024-04-30 00:00:00,-2.43,1037067905.17,-516090568.51,-18.13,-14.7694605968,-1302.69,13.576654319249,-0.692138896742,-1.357669062,-8.4889,-17.4507,不分配不转增,农牧饲渔
001202,炬申股份,2024-04-19 00:00:00,0.48,994343254.18,62187178.67,8.69,-8.3398037811,54.32,5.734913259084,1.247781252174,14.8086856104,-7.2033,-32.3895,10派3.00元(含税),物流行业
001203,大中矿业,2024-03-19 00:00:00,0.76,4003457182.52,1141264834.63,19.58,-3.6984829997,4.39,3.75879403806,1.065404248769,53.4857255469,11.3224,-3.6623,不分配不转增,钢铁行业
001205,盛航股份,2024-04-26 00:00:00,1.0794,1261492480.92,182057088.36,11.63,45.3013681385,7.68,9.701387767231,2.580102458026,31.4171640588,28.4349,128.543,10派1.20元(含税),航运港口
001206,依依股份,2024-04-26 00:00:00,0.56,1337363156.74,103255134.65,5.7,-11.8031110968,-31.41,9.579457099558,1.094913089356,17.0180987313,-1.7446,-62.5856,10派4.00元(含税),美容护理
001207,联科科技,2024-03-08 00:00:00,0.88,1916707681.89,168552965.68,10.96,4.4497220358,51.27,8.626359327615,0.717885036687,14.9941528672,1.4791,1.7792,"10派5.00元(含税,扣税后4.50元)",橡胶制品
001208,华菱线缆,2024-03-30 00:00:00,0.16,3470052757.94,86503021.81,5.73,15.0802238336,-21.23,2.883721784632,0.482412685546,12.760239766,0.1346,-0.4962,10派0.50元(含税),电网设备
001209,洪兴股份,2024-04-26 00:00:00,0.66,1596514162.36,87144281.6,6.97,20.2240035738,681.54,9.639880109535,0.348168407025,34.9272788909,60.3626,-38.466,10派1.00元(含税),纺织服装
001210,金房能源,2024-04-29 00:00:00,0.11,967724553.81,12223045.74,0.98,11.1022817901,-87.28,11.212319784978,1.842585302726,22.9986192438,4696.3661,-120.1227,10转2股派0.50元(含税),公用事业
001211,双枪科技,2024-04-26 00:00:00,-0.16,1010782147.91,-11866985.89,-1.36,5.8122958572,24.01,12.026769998889,0.113263565694,32.6748898161,27.1724,-166.5312,不分配不转增,装修建材
001212,中旗新材,2024-04-19 00:00:00,0.67,690241229.11,79443719.9,5.02,5.1371254781,-7.74,12.567898476442,0.297334437986,19.9337837393,-21.5093,-58.9365,10派1.50元(含税),装修装饰
001213,中铁特货,2024-04-26 00:00:00,0.14,10681662918.03,627007638.43,3.39,12.8474509704,49.94,4.202906080765,0.302889568758,8.3217559841,7.5312,-85.0156,10派0.58元(含税),物流行业
001215,千味央厨,2024-04-27 00:00:00,1.58,1900827912.66,134273878.54,11.9,27.6905565095,31.43,14.024787446766,2.295240820099,23.7004062088,20.0107,4.2521,10派1.90元(含税),食品饮料
001216,华瓷股份,2024-03-29 00:00:00,0.71,1231540497.32,179511264.35,11.79,-10.751475633,5.01,6.29727553702,0.927899558497,32.3611500107,-2.6237,-51.9582,10派2.60元(含税),装修建材
001217,华尔泰,2024-04-18 00:00:00,0.48,1791934857.07,158276025.09,7.42,-14.7298180289,-27.98,6.635098891674,0.021996902552,15.9743651166,7.9422,41.839,"10派1.00元(含税,扣税后0.90元)",化学原料
001218,丽臣实业,2024-04-16 00:00:00,1.08,3249153294.23,135720525.42,6.51,6.7227654298,13.15,16.24960815859,0.720615735303,12.5676355639,1.3749,-22.1723,10派6.50元(含税),化学制品
001219,青岛食品,2024-04-10 00:00:00,0.57,489309790.89,86107370.63,9.1,-0.9110471658,-5.82,6.498102721293,0.488744688857,30.5534676504,-9.2692,-47.7929,10转3股派3.00元(含税),食品饮料
001222,源飞宠物,2024-04-29 00:00:00,0.6608,991259566.05,126137666.45,10.67,3.9381897756,-20.45,6.41746267311,0.67816257892,22.1411294213,-13.5106,-43.3611,10派2.00元(含税),家用轻工
001223,欧克科技,2024-04-12 00:00:00,1.7086,332301707.73,113932319.36,6.23,-35.7129008337,-37.82,28.269766696611,-1.053228015597,31.5983275552,-64.906,-88.7779,"10派8.00元(含税,扣税后7.20元)",专用设备
001225,和泰机电,2024-02-22 00:00:00,1.84,385622433.44,113859161.96,8.69,-22.3515036285,-48.47,22.387264810536,1.477597327686,39.3302751054,36.1517,-1.0483,"10派12.50元(含税,扣税后11.25元)",通用设备
001226,拓山重工,2024-04-18 00:00:00,-0.1676,490684950.85,-12517475.28,-1.67,-30.1396519442,-121.28,9.666783679873,-1.874741400383,8.5376771057,20.6039,-9.3191,不分配不转增,工程机械
001227,兰州银行,2024-04-27 00:00:00,0.2851,8015832942,1863838461.99,5.98,7.5915078805,7.55,4.908600446901,0.769296999801,None,-15.3489,-26.6303,10派1.00元(含税),银行
001228,永泰运,2024-04-10 00:00:00,1.44,2198995349.4,149961759.44,8.88,-26.9898254495,-48.97,16.885631012966,3.960655070391,15.2067861567,1.1875,-78.9507,"10派6.00元(含税,扣税后5.40元)",物流行业
001229,魅视科技,2024-04-29 00:00:00,0.87,211730641,87105234.03,9.24,8.1343761595,2.74,9.7274886839,0.9352344607,76.0326042842,31.7736,1.3468,10派6.00元(含税),消费电子
001230,劲旅环境,2024-04-26 00:00:00,1.16,1454656359.2,129341273.11,7.58,15.2665341814,2.43,15.810080309463,0.594477986782,24.7803008855,28.1222,56.7665,10转2股派3.50元(含税),环保行业
001231,农心科技,2024-04-26 00:00:00,0.52,605703563.29,52309731.26,5.66,-4.4421403362,-44.21,9.4080996138,1.2663118169,32.5329535738,114.1885,324.7192,10派0.80元(含税),农药兽药
001234,泰慕士,2024-04-26 00:00:00,0.61,798868205.28,65191352.25,7.37,7.661569357,-15.17,8.393202000624,0.468653569108,18.5591244313,-13.4816,-47.1627,10派5.00元(含税),纺织服装
001236,弘业期货,2024-03-29 00:00:00,0.0077,1943218118.09,7791496.31,0.42,27.2,-37.07,1.83323481211,-1.604670103918,None,373.3346,210.6904,10派0.04元(含税),多元金融
001238,浙江正特,2024-04-30 00:00:00,0.15,1091124421.62,16905585.25,1.54,-21.0569767985,-71.44,9.908971019909,0.584733151364,24.3241361408,22.4203,-111.1429,10派0.70元(含税),装修建材
001239,永达股份,2024-04-29 00:00:00,0.5068,820837346.73,91225011.07,16.86,-1.4606031022,-1.96,5.096611189417,-0.536299108667,23.0613318368,28.0107,39.2547,不分配不转增,专用设备
001255,博菲电气,2024-04-25 00:00:00,0.41,311609137.4,32990152.49,4.46,-11.8582555291,-52.4,9.36083471,0.3244615735,30.830786713,-30.0018,-179.9962,10派0.86元(含税),化学原料
001256,炜冈科技,2024-04-29 00:00:00,0.58,416556367.36,83273557.3,7.73,7.0530496365,2.86,7.794762660242,1.18533324134,32.6711852594,-14.89,-23.4317,10派2.00元(含税),专用设备
001258,立新能源,2024-03-16 00:00:00,0.14,989768624.74,135216252.25,4.66,12.2460360497,-31.01,3.151671162685,0.539952478821,58.0365262721,-36.2708,-164.2172,10派0.80元(含税),电力行业
001259,利仁科技,2024-04-27 00:00:00,0.2868,428980930.15,21104169.88,2.81,-34.6924016201,-58.96,10.333086753533,0.568991702524,25.8434629649,55.3387,315.1661,10派4.00元(含税),家电行业
001260,坤泰股份,2024-04-27 00:00:00,0.43,490475274.26,47889578.05,6.73,9.1268453862,-25.52,6.702565677739,-0.152421699391,28.7283793709,15.4115,-25.3167,"10派1.25元(含税,扣税后1.125元)",汽车零部件
001266,宏英智能,2024-04-29 00:00:00,-0.09,400302594.08,-9643510.5,-0.95,-1.7069820742,-113.39,9.708975713042,-0.040287260482,27.7288236703,48.0947,-248.125,10派2.00元(含税),仪器仪表
001267,汇绿生态,2024-04-27 00:00:00,0.07,684835965.52,57358915.24,3.78,12.0721847161,-1.88,1.945111387434,0.083351347204,25.195765837,139.5848,799.1583,10派0.40元(含税),工程建设
001268,联合精密,2024-04-26 00:00:00,0.57,660235783.98,61859292.57,6.43,0.0104289682,-15.26,9.143487070454,1.027073014811,21.6589386443,-2.7048,25.136,10派2.50元(含税),通用设备
001269,欧晶科技,2024-04-27 00:00:00,3.3989,3129349459.46,653927339.88,45.37,118.2488935376,174.33,8.975709424094,0.908974414608,30.5884114459,-7.7775,-63.7671,10派12.00元(含税),光伏设备
001270,铖昌科技,2024-03-30 00:00:00,0.5092,287353971.81,79707857.22,5.76,3.443474188,-39.96,8.995788199493,-0.092518876807,62.3014578543,1989.0761,323.374,"10转3股派2.00元(含税,扣税后1.80元)",半导体
001278,一彬科技,2024-04-26 00:00:00,0.9242,2072051028.39,102443143,9.69,11.3053047155,-7.43,10.441052605036,2.473630601681,21.896825475,31.4374,44.7852,10派1.00元(含税),汽车零部件
001282,三联锻造,2024-04-26 00:00:00,1.24,1235647510.12,125430974.71,11.41,17.7050760907,32.17,12.739354203246,0.941888500176,21.2648228041,15.0397,9.567,10转4股派3.33元(含税),汽车零部件
001283,豪鹏科技,2024-04-27 00:00:00,0.62,4540809195.7,50297834.14,2.22,29.5296978329,-68.39,27.957112074361,2.88639811043,19.2424821655,19.7214,-119.7611,10派4.80元(含税),电池
001286,陕西能源,2024-04-26 00:00:00,0.73,19452826607.9,2555693443.09,12.69,-4.1032152682,3.3,6.188016687328,1.902212681877,40.0430230135,6.2725,-58.7821,10派3.60元(含税),电力行业
001287,中电港,2024-04-26 00:00:00,0.3322,34503704984.98,236625838.66,5.33,-20.3202757074,-40.93,6.653520675719,-3.078688464676,4.0656540393,24.3848,292.3103,10派0.85元(含税),贸易行业
001288,运机集团,2024-03-30 00:00:00,0.64,1053455897.21,102288669.81,5.34,15.1969185799,18.58,12.049208666813,0.188402136375,23.9542016366,138.1024,56.7845,"10派2.50元(含税,扣税后2.25元)",工程机械
001289,龙源电力,2024-03-28 00:00:00,0.7272,37641913685.72,6249287320.64,9.12,-5.57198765,22.27,8.242807648032,1.656442198215,36.3572395917,15.5661,-87.7058,10派2.225元(含税),电力行业
001296,长江材料,2024-04-20 00:00:00,1.27,1007596788.75,135806984.74,8.32,6.4554359722,88.83,15.861364946537,0.35133056757,25.0717823033,63.322,33.5875,10转4股派4.00元(含税),非金属材料
001298,好上好,2024-04-26 00:00:00,0.4,5775688009.6,55875416.24,3.68,-9.6869625355,-43.69,10.905622026145,-0.199302749278,4.6242928779,-12.3553,-103.2354,10转4.50股派2.00元(含税),电子元件
001299,美能能源,2024-04-25 00:00:00,0.44,575789775.06,81810612.3,6.45,4.7085478182,-13.17,6.987221919225,0.488897353907,19.0696887451,140.0903,218.4757,10派3.00元(含税),燃气
001300,三柏硕,2024-04-27 00:00:00,-0.1761,332147746.38,-42937284.83,-4.04,-41.4339137324,-165.35,4.250187736595,0.018975830483,12.6494930157,-59.2504,-1770.0546,不分配不转增,家用轻工
001301,尚太科技,2024-04-25 00:00:00,2.78,4390760656.26,722904951.59,13.37,-8.1785477198,-43.94,21.722551397707,-1.596796888926,27.7400814696,1.2853,-5.245,10派8.00元(含税),非金属材料
001306,夏厦精密,2024-04-19 00:00:00,1.5,527789367.22,71740363.64,12.27,1.9695908436,-18.44,21.09919168871,1.120073792419,29.3845331513,22.3572,0.503,10派6.45元(含税),通用设备
001308,康冠科技,2024-04-10 00:00:00,1.88,13446655110.43,1282586548.94,20.29,16.049057894,-15.37,10.120000256135,0.378290639262,17.8302470104,36.0829,30.3686,"10派6.00元(含税,扣税后5.40元)",消费电子
001309,德明利,2024-02-27 00:00:00,0.22,1775912799.26,24998465.34,2.26,49.15408356,-62.97,9.902855042379,-8.961838843149,16.657496094,107.3152,528.6062,"10转3股派1.30元(含税,扣税后1.17元)",半导体
001311,多利科技,2024-04-19 00:00:00,2.79,3912539272.03,496570359.92,13.27,16.6178574591,11.05,23.328592196885,2.779705772933,23.2137411456,15.2525,-21.1966,10转3股派8.20元(含税),汽车零部件
001313,粤海饲料,2024-04-29 00:00:00,0.06,6872366227.32,41143558.44,1.49,-3.0951206483,-64.4,3.899593279543,0.6840605699,10.739973114,-37.8173,184.4734,10派0.50元(含税),农牧饲渔
001314,亿道信息,2024-04-29 00:00:00,0.96,2593545461.82,128812181.93,6.98,-5.824168765,-34.67,14.567086091602,1.077792070724,17.8242616016,4.7718,15.6949,10派3.30元(含税),消费电子
